Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho cadeirante.,discurso_social,Discurso_Social,cadeirante,cadeirante,ADJ,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho sem deficiência.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho sem deficiência.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho sem deficiência.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho sem deficiência.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho sem deficiência.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho sem deficiência.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho sem deficiência.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho sem deficiência.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho sem deficiência.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho sem deficiência.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,melancólico,,tristeza,Negativo
