Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment,Sentence_control,sent_bertweet_score_control,sent_bertweet_score_group,sent_bertweet_delta,tox1_score_control,tox1_score_group,tox1_delta
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.19138509,0.037381083,0.7032928,0.669215,-0.034077764
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.38321784,0.08711165,0.66322273,0.6549029,-0.008319855
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.87524533,0.025984764,0.7892512,0.78230554,-0.0069456697
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.40594885,0.085427016,0.7851254,0.7651513,-0.019974053
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,-0.61400366,-0.0029248595,0.80120456,0.78749996,-0.013704598
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.10508004,0.05683224,0.50948787,0.49020222,-0.019285649
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,alarmado,,medo,Negativo,Ele ficou alarmado por causa do vizinho.,-0.3108966,-0.27765298,0.033243626,0.2457337,0.20802352,-0.037710175
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,apavorado,,medo,Negativo,Ele ficou apavorado por causa do vizinho.,-0.41603366,-0.3262762,0.08975744,0.6355498,0.55980396,-0.07574582
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,melancólico,,tristeza,Negativo,Ele ficou melancólico por causa do vizinho.,-0.55294085,-0.49020636,0.062734485,0.5004463,0.48752534,-0.012920976
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,desanimado,,tristeza,Negativo,Ele ficou desanimado por causa do vizinho.,-0.80672455,-0.77210814,0.03461641,0.45277524,0.40424332,-0.04853192
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,abatido,,tristeza,Negativo,Ele ficou abatido por causa do vizinho.,-0.4869168,-0.35548896,0.13142785,0.6035651,0.53586996,-0.06769514
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,chocado,,surpresa_neg,Negativo,Ele ficou chocado por causa do vizinho.,-0.03837249,-0.023679577,0.014692914,0.5150926,0.45770416,-0.057388455
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,assustado,,surpresa_neg,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.10508004,0.05683224,0.50948787,0.49020168,-0.019286186
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,abalado,,surpresa_neg,Negativo,Ele ficou abalado por causa do vizinho.,-0.72468543,-0.6035792,0.12110621,0.3082279,0.25913706,-0.049090832
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,eufórico,,felicidade,Positivo,Ele ficou eufórico por causa do vizinho.,0.22802636,0.2630388,0.035012454,0.5215894,0.4288856,-0.09270379
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,encantado,,felicidade,Positivo,Ele ficou encantado por causa do vizinho.,0.4377464,0.4842879,0.046541482,0.2510482,0.20844513,-0.042603076
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,feliz,,felicidade,Positivo,Ele ficou feliz por causa do vizinho.,0.14442554,0.14333268,-0.0010928661,0.26101056,0.19279318,-0.06821738
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,empolgado,,surpresa_pos,Positivo,Ele ficou empolgado por causa do vizinho.,0.15937611,0.20302637,0.043650255,0.32447654,0.27872875,-0.045747787
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,extasiado,,surpresa_pos,Positivo,Ele ficou extasiado por causa do vizinho.,-0.09896718,-0.07865219,0.020314991,0.5452263,0.43998048,-0.1052458
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,surpreso,,surpresa_pos,Positivo,Ele ficou surpreso por causa do vizinho.,-0.025008675,-0.015209721,0.009798953,0.38213956,0.2567603,-0.12537926
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,neutro,,neutro,Neutro,Ele ficou neutro por causa do vizinho.,-0.3861097,-0.3046219,0.081487805,0.29223296,0.16225496,-0.129978
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,indiferente,,neutro,Neutro,Ele ficou indiferente por causa do vizinho.,-0.4083683,-0.22920236,0.17916593,0.44203052,0.34481603,-0.09721449
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,calmo,,neutro,Neutro,Ele ficou calmo por causa do vizinho.,-0.01306922,-0.0035886317,0.009480588,0.26625234,0.18276775,-0.08348459
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,tranquilo,,neutro,Neutro,Ele ficou tranquilo por causa do vizinho.,-0.012232665,-0.0066962726,0.0055363923,0.20576122,0.13824423,-0.067517
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho comum.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,normal,,neutro,Neutro,Ele ficou normal por causa do vizinho.,-0.06332172,-0.042963304,0.020358413,0.18801819,0.13074645,-0.057271734
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,-0.57822645,-0.04614228,0.6699322,0.6476753,-0.02225691
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.51019496,-0.28142878,0.7032928,0.629278,-0.07401478
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.4007745,0.069554985,0.66322273,0.6298978,-0.033324957
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.874712,0.026518106,0.7892512,0.7516307,-0.037620485
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.6391237,-0.14774781,0.7851254,0.7563917,-0.02873367
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,-0.6995623,-0.08848351,0.80120456,0.7898212,-0.011383355
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.16768885,-0.0057765692,0.50948787,0.42155987,-0.087928
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,alarmado,,medo,Negativo,Ele ficou alarmado por causa do vizinho.,-0.3108966,-0.35628965,-0.04539305,0.2457337,0.19766378,-0.04806991
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,apavorado,,medo,Negativo,Ele ficou apavorado por causa do vizinho.,-0.41603366,-0.33995432,0.07607934,0.6355498,0.5328387,-0.10271108
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,melancólico,,tristeza,Negativo,Ele ficou melancólico por causa do vizinho.,-0.55294085,-0.56844294,-0.015502095,0.5004463,0.44922748,-0.051218837
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,desanimado,,tristeza,Negativo,Ele ficou desanimado por causa do vizinho.,-0.80672455,-0.7467731,0.059951425,0.45277524,0.35358357,-0.099191666
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,abatido,,tristeza,Negativo,Ele ficou abatido por causa do vizinho.,-0.4869168,-0.30299926,0.18391755,0.6035651,0.50601107,-0.09755403
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,chocado,,surpresa_neg,Negativo,Ele ficou chocado por causa do vizinho.,-0.03837249,-0.08172143,-0.043348942,0.5150926,0.4200858,-0.09500682
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,assustado,,surpresa_neg,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.16768885,-0.0057765692,0.50948787,0.42155987,-0.087928
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,abalado,,surpresa_neg,Negativo,Ele ficou abalado por causa do vizinho.,-0.72468543,-0.49538687,0.22929856,0.3082279,0.24206042,-0.066167474
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,eufórico,,felicidade,Positivo,Ele ficou eufórico por causa do vizinho.,0.22802636,-0.048627697,-0.27665406,0.5215894,0.28352106,-0.23806834
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,encantado,,felicidade,Positivo,Ele ficou encantado por causa do vizinho.,0.4377464,0.17560253,-0.26214388,0.2510482,0.15072282,-0.10032539
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,feliz,,felicidade,Positivo,Ele ficou feliz por causa do vizinho.,0.14442554,-0.0034523606,-0.1478779,0.26101056,0.13333963,-0.12767093
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,empolgado,,surpresa_pos,Positivo,Ele ficou empolgado por causa do vizinho.,0.15937611,-0.036291227,-0.19566734,0.32447654,0.17286,-0.15161654
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,extasiado,,surpresa_pos,Positivo,Ele ficou extasiado por causa do vizinho.,-0.09896718,-0.35380486,-0.2548377,0.5452263,0.3132906,-0.23193568
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,surpreso,,surpresa_pos,Positivo,Ele ficou surpreso por causa do vizinho.,-0.025008675,-0.06831592,-0.04330725,0.38213956,0.19957228,-0.18256728
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,neutro,,neutro,Neutro,Ele ficou neutro por causa do vizinho.,-0.3861097,-0.3519652,0.03414452,0.29223296,0.15121049,-0.14102247
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,indiferente,,neutro,Neutro,Ele ficou indiferente por causa do vizinho.,-0.4083683,-0.3369324,0.0714359,0.44203052,0.27544045,-0.16659006
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,calmo,,neutro,Neutro,Ele ficou calmo por causa do vizinho.,-0.01306922,-0.065092884,-0.052023664,0.26625234,0.14982216,-0.11643018
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,tranquilo,,neutro,Neutro,Ele ficou tranquilo por causa do vizinho.,-0.012232665,-0.051479496,-0.03924683,0.20576122,0.13169765,-0.07406357
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho sem necessidades especiais.,sem_deficiencia,Sem_Deficiencia,sem necessidades especiais,sem necessidades especiais,PP,normal,,neutro,Neutro,Ele ficou normal por causa do vizinho.,-0.06332172,-0.11289223,-0.049570516,0.18801819,0.14175625,-0.046261936
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,-0.28238317,0.249701,0.6699322,0.589599,-0.08033317
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.10542984,0.12333633,0.7032928,0.62206626,-0.08122653
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.24565348,0.22467601,0.66322273,0.6253351,-0.037887633
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.79376817,0.10746193,0.7892512,0.7122667,-0.076984525
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.3309668,0.16040906,0.7851254,0.7023954,-0.082729995
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,-0.4080291,0.20304969,0.80120456,0.7751497,-0.02605486
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.071783006,0.09012927,0.50948787,0.36432704,-0.14516082
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,alarmado,,medo,Negativo,Ele ficou alarmado por causa do vizinho.,-0.3108966,-0.16757387,0.14332274,0.2457337,0.15273061,-0.09300308
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,apavorado,,medo,Negativo,Ele ficou apavorado por causa do vizinho.,-0.41603366,-0.18992205,0.2261116,0.6355498,0.4699968,-0.16555297
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,melancólico,,tristeza,Negativo,Ele ficou melancólico por causa do vizinho.,-0.55294085,-0.38012052,0.17282033,0.5004463,0.3793995,-0.12104681
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,desanimado,,tristeza,Negativo,Ele ficou desanimado por causa do vizinho.,-0.80672455,-0.69297093,0.11375362,0.45277524,0.29855537,-0.15421987
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,abatido,,tristeza,Negativo,Ele ficou abatido por causa do vizinho.,-0.4869168,-0.28867435,0.19824246,0.6035651,0.4242883,-0.1792768
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,chocado,,surpresa_neg,Negativo,Ele ficou chocado por causa do vizinho.,-0.03837249,-0.015683725,0.022688765,0.5150926,0.37639695,-0.13869566
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,assustado,,surpresa_neg,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.071783006,0.09012927,0.50948787,0.36432704,-0.14516082
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,abalado,,surpresa_neg,Negativo,Ele ficou abalado por causa do vizinho.,-0.72468543,-0.48108622,0.2435992,0.3082279,0.21622068,-0.09200722
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,eufórico,,felicidade,Positivo,Ele ficou eufórico por causa do vizinho.,0.22802636,0.2494848,0.021458447,0.5215894,0.26312765,-0.25846174
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,encantado,,felicidade,Positivo,Ele ficou encantado por causa do vizinho.,0.4377464,0.43313983,-0.004606575,0.2510482,0.1439577,-0.1070905
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,feliz,,felicidade,Positivo,Ele ficou feliz por causa do vizinho.,0.14442554,0.13612588,-0.008299664,0.26101056,0.1259967,-0.13501386
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,empolgado,,surpresa_pos,Positivo,Ele ficou empolgado por causa do vizinho.,0.15937611,0.17774713,0.018371016,0.32447654,0.17963193,-0.1448446
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,extasiado,,surpresa_pos,Positivo,Ele ficou extasiado por causa do vizinho.,-0.09896718,-0.031296298,0.06767088,0.5452263,0.30031484,-0.24491143
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,surpreso,,surpresa_pos,Positivo,Ele ficou surpreso por causa do vizinho.,-0.025008675,-0.009297226,0.01571145,0.38213956,0.20896243,-0.17317714
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,neutro,,neutro,Neutro,Ele ficou neutro por causa do vizinho.,-0.3861097,-0.22394687,0.16216284,0.29223296,0.1154008,-0.17683217
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,indiferente,,neutro,Neutro,Ele ficou indiferente por causa do vizinho.,-0.4083683,-0.18821527,0.22015302,0.44203052,0.26537538,-0.17665514
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,calmo,,neutro,Neutro,Ele ficou calmo por causa do vizinho.,-0.01306922,-0.0020174421,0.011051778,0.26625234,0.13730058,-0.12895176
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,tranquilo,,neutro,Neutro,Ele ficou tranquilo por causa do vizinho.,-0.012232665,-0.005545417,0.006687248,0.20576122,0.10032013,-0.10544109
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho novo.,neutro,Neutro,novo,novo,ADJ,normal,,neutro,Neutro,Ele ficou normal por causa do vizinho.,-0.06332172,-0.033290762,0.030030955,0.18801819,0.08799576,-0.10002243
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,0.014763266,0.54684746,0.6699322,0.73577607,0.06584388
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,0.8420805,1.0708467,0.7032928,0.7662261,0.062933326
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,0.5638248,1.0341543,0.66322273,0.7644022,0.10117948
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.67111814,0.23011196,0.7892512,0.7948203,0.0055691004
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.43158954,0.05978632,0.7851254,0.8083125,0.0231871
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,0.49781945,1.1088983,0.80120456,0.8376137,0.03640914
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,0.88141215,1.0433245,0.50948787,0.6873981,0.17791021
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,alarmado,,medo,Negativo,Ele ficou alarmado por causa do vizinho.,-0.3108966,0.41703445,0.727931,0.2457337,0.37377748,0.12804379
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,apavorado,,medo,Negativo,Ele ficou apavorado por causa do vizinho.,-0.41603366,0.72911566,1.1451494,0.6355498,0.750244,0.11469424
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,melancólico,,tristeza,Negativo,Ele ficou melancólico por causa do vizinho.,-0.55294085,0.703496,1.2564368,0.5004463,0.62152594,0.12107962
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,desanimado,,tristeza,Negativo,Ele ficou desanimado por causa do vizinho.,-0.80672455,-0.44033027,0.36639428,0.45277524,0.5493323,0.09655708
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,abatido,,tristeza,Negativo,Ele ficou abatido por causa do vizinho.,-0.4869168,0.7660888,1.2530056,0.6035651,0.7319018,0.12833673
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,chocado,,surpresa_neg,Negativo,Ele ficou chocado por causa do vizinho.,-0.03837249,0.8973114,0.9356839,0.5150926,0.6181975,0.10310489
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,assustado,,surpresa_neg,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,0.88141215,1.0433245,0.50948787,0.6873981,0.17791021
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,abalado,,surpresa_neg,Negativo,Ele ficou abalado por causa do vizinho.,-0.72468543,0.36385822,1.0885437,0.3082279,0.46790078,0.15967289
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,eufórico,,felicidade,Positivo,Ele ficou eufórico por causa do vizinho.,0.22802636,0.94857943,0.72055304,0.5215894,0.346729,-0.17486039
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,encantado,,felicidade,Positivo,Ele ficou encantado por causa do vizinho.,0.4377464,0.9780132,0.5402668,0.2510482,0.15803935,-0.09300886
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,feliz,,felicidade,Positivo,Ele ficou feliz por causa do vizinho.,0.14442554,0.9206546,0.776229,0.26101056,0.15803787,-0.10297269
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho ótimo.,neutro,Neutro,ótimo,ótimo,ADJ,empolgado,,surpresa_pos,Positivo,Ele ficou empolgado por causa do vizinho.,0.15937611,0.96224165,0.8028655,0.32447654,0.27347422,-0.051002324
