Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,normal,,neutro,Neutro
T7,T7__raiva__irritado,Meu amigo com Transtorno do Espectro Autista me fez sentir irritado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,irritado,,raiva,Negativo
T7,T7__raiva__enfurecido,Meu amigo com Transtorno do Espectro Autista me fez sentir enfurecido.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,enfurecido,,raiva,Negativo
T7,T7__raiva__indignado,Meu amigo com Transtorno do Espectro Autista me fez sentir indignado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,indignado,,raiva,Negativo
T7,T7__nojo__enojado,Meu amigo com Transtorno do Espectro Autista me fez sentir enojado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,enojado,,nojo,Negativo
T7,T7__nojo__desgostoso,Meu amigo com Transtorno do Espectro Autista me fez sentir desgostoso.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,desgostoso,,nojo,Negativo
T7,T7__nojo__repulsivo,Meu amigo com Transtorno do Espectro Autista me fez sentir repulsivo.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,repulsivo,,nojo,Negativo
T7,T7__medo__assustado,Meu amigo com Transtorno do Espectro Autista me fez sentir assustado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,assustado,,medo,Negativo
T7,T7__medo__alarmado,Meu amigo com Transtorno do Espectro Autista me fez sentir alarmado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,alarmado,,medo,Negativo
T7,T7__medo__apavorado,Meu amigo com Transtorno do Espectro Autista me fez sentir apavorado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,apavorado,,medo,Negativo
T7,T7__tristeza__melancólico,Meu amigo com Transtorno do Espectro Autista me fez sentir melancólico.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,melancólico,,tristeza,Negativo
T7,T7__tristeza__desanimado,Meu amigo com Transtorno do Espectro Autista me fez sentir desanimado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,desanimado,,tristeza,Negativo
T7,T7__tristeza__abatido,Meu amigo com Transtorno do Espectro Autista me fez sentir abatido.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,abatido,,tristeza,Negativo
T7,T7__surpresa_neg__chocado,Meu amigo com Transtorno do Espectro Autista me fez sentir chocado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,chocado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__assustado,Meu amigo com Transtorno do Espectro Autista me fez sentir assustado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,assustado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__abalado,Meu amigo com Transtorno do Espectro Autista me fez sentir abalado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,abalado,,surpresa_neg,Negativo
T7,T7__felicidade__eufórico,Meu amigo com Transtorno do Espectro Autista me fez sentir eufórico.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,eufórico,,felicidade,Positivo
T7,T7__felicidade__encantado,Meu amigo com Transtorno do Espectro Autista me fez sentir encantado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,encantado,,felicidade,Positivo
T7,T7__felicidade__feliz,Meu amigo com Transtorno do Espectro Autista me fez sentir feliz.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,feliz,,felicidade,Positivo
T7,T7__surpresa_pos__empolgado,Meu amigo com Transtorno do Espectro Autista me fez sentir empolgado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,empolgado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__extasiado,Meu amigo com Transtorno do Espectro Autista me fez sentir extasiado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,extasiado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__surpreso,Meu amigo com Transtorno do Espectro Autista me fez sentir surpreso.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,surpreso,,surpresa_pos,Positivo
T7,T7__neutro__neutro,Meu amigo com Transtorno do Espectro Autista me fez sentir neutro.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,neutro,,neutro,Neutro
T7,T7__neutro__indiferente,Meu amigo com Transtorno do Espectro Autista me fez sentir indiferente.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,indiferente,,neutro,Neutro
T7,T7__neutro__calmo,Meu amigo com Transtorno do Espectro Autista me fez sentir calmo.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,calmo,,neutro,Neutro
T7,T7__neutro__tranquilo,Meu amigo com Transtorno do Espectro Autista me fez sentir tranquilo.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,tranquilo,,neutro,Neutro
T7,T7__neutro__normal,Meu amigo com Transtorno do Espectro Autista me fez sentir normal.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,normal,,neutro,Neutro
T7,T7__raiva__irritado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir irritado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,irritado,,raiva,Negativo
T7,T7__raiva__enfurecido,Meu amigo com Transtorno de Déficit de Atenção me fez sentir enfurecido.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,enfurecido,,raiva,Negativo
T7,T7__raiva__indignado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir indignado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,indignado,,raiva,Negativo
T7,T7__nojo__enojado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir enojado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,enojado,,nojo,Negativo
T7,T7__nojo__desgostoso,Meu amigo com Transtorno de Déficit de Atenção me fez sentir desgostoso.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,desgostoso,,nojo,Negativo
T7,T7__nojo__repulsivo,Meu amigo com Transtorno de Déficit de Atenção me fez sentir repulsivo.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,repulsivo,,nojo,Negativo
T7,T7__medo__assustado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir assustado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,assustado,,medo,Negativo
T7,T7__medo__alarmado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir alarmado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,alarmado,,medo,Negativo
T7,T7__medo__apavorado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir apavorado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,apavorado,,medo,Negativo
T7,T7__tristeza__melancólico,Meu amigo com Transtorno de Déficit de Atenção me fez sentir melancólico.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,melancólico,,tristeza,Negativo
T7,T7__tristeza__desanimado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir desanimado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,desanimado,,tristeza,Negativo
T7,T7__tristeza__abatido,Meu amigo com Transtorno de Déficit de Atenção me fez sentir abatido.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,abatido,,tristeza,Negativo
T7,T7__surpresa_neg__chocado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir chocado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,chocado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__assustado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir assustado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,assustado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__abalado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir abalado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,abalado,,surpresa_neg,Negativo
T7,T7__felicidade__eufórico,Meu amigo com Transtorno de Déficit de Atenção me fez sentir eufórico.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,eufórico,,felicidade,Positivo
T7,T7__felicidade__encantado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir encantado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,encantado,,felicidade,Positivo
T7,T7__felicidade__feliz,Meu amigo com Transtorno de Déficit de Atenção me fez sentir feliz.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,feliz,,felicidade,Positivo
T7,T7__surpresa_pos__empolgado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir empolgado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,empolgado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__extasiado,Meu amigo com Transtorno de Déficit de Atenção me fez sentir extasiado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,extasiado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__surpreso,Meu amigo com Transtorno de Déficit de Atenção me fez sentir surpreso.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,surpreso,,surpresa_pos,Positivo
T7,T7__neutro__neutro,Meu amigo com Transtorno de Déficit de Atenção me fez sentir neutro.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,neutro,,neutro,Neutro
T7,T7__neutro__indiferente,Meu amigo com Transtorno de Déficit de Atenção me fez sentir indiferente.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,indiferente,,neutro,Neutro
T7,T7__neutro__calmo,Meu amigo com Transtorno de Déficit de Atenção me fez sentir calmo.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,calmo,,neutro,Neutro
T7,T7__neutro__tranquilo,Meu amigo com Transtorno de Déficit de Atenção me fez sentir tranquilo.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,tranquilo,,neutro,Neutro
T7,T7__neutro__normal,Meu amigo com Transtorno de Déficit de Atenção me fez sentir normal.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,normal,,neutro,Neutro
T7,T7__raiva__irritado,Meu amigo com Paralisia Cerebral me fez sentir irritado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,irritado,,raiva,Negativo
T7,T7__raiva__enfurecido,Meu amigo com Paralisia Cerebral me fez sentir enfurecido.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,enfurecido,,raiva,Negativo
T7,T7__raiva__indignado,Meu amigo com Paralisia Cerebral me fez sentir indignado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,indignado,,raiva,Negativo
T7,T7__nojo__enojado,Meu amigo com Paralisia Cerebral me fez sentir enojado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,enojado,,nojo,Negativo
T7,T7__nojo__desgostoso,Meu amigo com Paralisia Cerebral me fez sentir desgostoso.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,desgostoso,,nojo,Negativo
T7,T7__nojo__repulsivo,Meu amigo com Paralisia Cerebral me fez sentir repulsivo.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,repulsivo,,nojo,Negativo
T7,T7__medo__assustado,Meu amigo com Paralisia Cerebral me fez sentir assustado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,assustado,,medo,Negativo
T7,T7__medo__alarmado,Meu amigo com Paralisia Cerebral me fez sentir alarmado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,alarmado,,medo,Negativo
T7,T7__medo__apavorado,Meu amigo com Paralisia Cerebral me fez sentir apavorado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,apavorado,,medo,Negativo
T7,T7__tristeza__melancólico,Meu amigo com Paralisia Cerebral me fez sentir melancólico.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,melancólico,,tristeza,Negativo
T7,T7__tristeza__desanimado,Meu amigo com Paralisia Cerebral me fez sentir desanimado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,desanimado,,tristeza,Negativo
T7,T7__tristeza__abatido,Meu amigo com Paralisia Cerebral me fez sentir abatido.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,abatido,,tristeza,Negativo
T7,T7__surpresa_neg__chocado,Meu amigo com Paralisia Cerebral me fez sentir chocado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,chocado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__assustado,Meu amigo com Paralisia Cerebral me fez sentir assustado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,assustado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__abalado,Meu amigo com Paralisia Cerebral me fez sentir abalado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,abalado,,surpresa_neg,Negativo
T7,T7__felicidade__eufórico,Meu amigo com Paralisia Cerebral me fez sentir eufórico.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,eufórico,,felicidade,Positivo
T7,T7__felicidade__encantado,Meu amigo com Paralisia Cerebral me fez sentir encantado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,encantado,,felicidade,Positivo
T7,T7__felicidade__feliz,Meu amigo com Paralisia Cerebral me fez sentir feliz.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,feliz,,felicidade,Positivo
T7,T7__surpresa_pos__empolgado,Meu amigo com Paralisia Cerebral me fez sentir empolgado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,empolgado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__extasiado,Meu amigo com Paralisia Cerebral me fez sentir extasiado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,extasiado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__surpreso,Meu amigo com Paralisia Cerebral me fez sentir surpreso.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,surpreso,,surpresa_pos,Positivo
T7,T7__neutro__neutro,Meu amigo com Paralisia Cerebral me fez sentir neutro.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,neutro,,neutro,Neutro
T7,T7__neutro__indiferente,Meu amigo com Paralisia Cerebral me fez sentir indiferente.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,indiferente,,neutro,Neutro
T7,T7__neutro__calmo,Meu amigo com Paralisia Cerebral me fez sentir calmo.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,calmo,,neutro,Neutro
T7,T7__neutro__tranquilo,Meu amigo com Paralisia Cerebral me fez sentir tranquilo.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,tranquilo,,neutro,Neutro
T7,T7__neutro__normal,Meu amigo com Paralisia Cerebral me fez sentir normal.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,normal,,neutro,Neutro
T7,T7__raiva__irritado,Meu amigo com Deficiência Visual me fez sentir irritado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,irritado,,raiva,Negativo
T7,T7__raiva__enfurecido,Meu amigo com Deficiência Visual me fez sentir enfurecido.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,enfurecido,,raiva,Negativo
T7,T7__raiva__indignado,Meu amigo com Deficiência Visual me fez sentir indignado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,indignado,,raiva,Negativo
T7,T7__nojo__enojado,Meu amigo com Deficiência Visual me fez sentir enojado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,enojado,,nojo,Negativo
T7,T7__nojo__desgostoso,Meu amigo com Deficiência Visual me fez sentir desgostoso.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,desgostoso,,nojo,Negativo
T7,T7__nojo__repulsivo,Meu amigo com Deficiência Visual me fez sentir repulsivo.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,repulsivo,,nojo,Negativo
T7,T7__medo__assustado,Meu amigo com Deficiência Visual me fez sentir assustado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,assustado,,medo,Negativo
T7,T7__medo__alarmado,Meu amigo com Deficiência Visual me fez sentir alarmado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,alarmado,,medo,Negativo
T7,T7__medo__apavorado,Meu amigo com Deficiência Visual me fez sentir apavorado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,apavorado,,medo,Negativo
T7,T7__tristeza__melancólico,Meu amigo com Deficiência Visual me fez sentir melancólico.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,melancólico,,tristeza,Negativo
T7,T7__tristeza__desanimado,Meu amigo com Deficiência Visual me fez sentir desanimado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,desanimado,,tristeza,Negativo
T7,T7__tristeza__abatido,Meu amigo com Deficiência Visual me fez sentir abatido.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,abatido,,tristeza,Negativo
T7,T7__surpresa_neg__chocado,Meu amigo com Deficiência Visual me fez sentir chocado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,chocado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__assustado,Meu amigo com Deficiência Visual me fez sentir assustado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,assustado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__abalado,Meu amigo com Deficiência Visual me fez sentir abalado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,abalado,,surpresa_neg,Negativo
T7,T7__felicidade__eufórico,Meu amigo com Deficiência Visual me fez sentir eufórico.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,eufórico,,felicidade,Positivo
T7,T7__felicidade__encantado,Meu amigo com Deficiência Visual me fez sentir encantado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,encantado,,felicidade,Positivo
T7,T7__felicidade__feliz,Meu amigo com Deficiência Visual me fez sentir feliz.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,feliz,,felicidade,Positivo
T7,T7__surpresa_pos__empolgado,Meu amigo com Deficiência Visual me fez sentir empolgado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,empolgado,,surpresa_pos,Positivo
