Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment,Sentence_control,sent_bertweet_score_control,sent_bertweet_score_group,sent_bertweet_delta
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,-0.6566434,-0.12455922
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.3518147,-0.123048514
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.5545304,-0.08420089
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.91230196,-0.011071861
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.59017485,-0.09879899
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,-0.75453174,-0.14345294
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.16608319,-0.0041709095
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,alarmado,,medo,Negativo,Ele ficou alarmado por causa do vizinho.,-0.3108966,-0.37020853,-0.059311926
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,apavorado,,medo,Negativo,Ele ficou apavorado por causa do vizinho.,-0.41603366,-0.49312454,-0.07709089
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,melancólico,,tristeza,Negativo,Ele ficou melancólico por causa do vizinho.,-0.55294085,-0.5535565,-0.0006156564
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,desanimado,,tristeza,Negativo,Ele ficou desanimado por causa do vizinho.,-0.80672455,-0.88242173,-0.07569718
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,abatido,,tristeza,Negativo,Ele ficou abatido por causa do vizinho.,-0.4869168,-0.49360862,-0.0066918135
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,chocado,,surpresa_neg,Negativo,Ele ficou chocado por causa do vizinho.,-0.03837249,-0.041767865,-0.0033953749
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,assustado,,surpresa_neg,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.16608319,-0.0041709095
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,abalado,,surpresa_neg,Negativo,Ele ficou abalado por causa do vizinho.,-0.72468543,-0.70143384,0.023251593
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,eufórico,,felicidade,Positivo,Ele ficou eufórico por causa do vizinho.,0.22802636,0.17133264,-0.056693718
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,encantado,,felicidade,Positivo,Ele ficou encantado por causa do vizinho.,0.4377464,0.3307749,-0.1069715
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,feliz,,felicidade,Positivo,Ele ficou feliz por causa do vizinho.,0.14442554,0.03604277,-0.10838278
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,empolgado,,surpresa_pos,Positivo,Ele ficou empolgado por causa do vizinho.,0.15937611,0.089669935,-0.06970618
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,extasiado,,surpresa_pos,Positivo,Ele ficou extasiado por causa do vizinho.,-0.09896718,-0.1634939,-0.06452672
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,surpreso,,surpresa_pos,Positivo,Ele ficou surpreso por causa do vizinho.,-0.025008675,-0.030387217,-0.0053785425
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,neutro,,neutro,Neutro,Ele ficou neutro por causa do vizinho.,-0.3861097,-0.47811782,-0.092008114
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,indiferente,,neutro,Neutro,Ele ficou indiferente por causa do vizinho.,-0.4083683,-0.42116594,-0.012797654
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,calmo,,neutro,Neutro,Ele ficou calmo por causa do vizinho.,-0.01306922,-0.03190081,-0.018831588
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,tranquilo,,neutro,Neutro,Ele ficou tranquilo por causa do vizinho.,-0.012232665,-0.03761886,-0.025386196
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho cego.,discurso_social,Discurso_Social,cego,cego,ADJ,normal,,neutro,Neutro,Ele ficou normal por causa do vizinho.,-0.06332172,-0.10498138,-0.04165966
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,-0.33626482,0.19581935
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.1411456,0.08762057
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.25371101,0.21661848
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.85710424,0.044125855
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.37995163,0.11142424
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,-0.47236618,0.13871261
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.08660478,0.075307496
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,alarmado,,medo,Negativo,Ele ficou alarmado por causa do vizinho.,-0.3108966,-0.21879947,0.09209713
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,apavorado,,medo,Negativo,Ele ficou apavorado por causa do vizinho.,-0.41603366,-0.22723474,0.18879892
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,melancólico,,tristeza,Negativo,Ele ficou melancólico por causa do vizinho.,-0.55294085,-0.38902247,0.16391838
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,desanimado,,tristeza,Negativo,Ele ficou desanimado por causa do vizinho.,-0.80672455,-0.7506612,0.056063354
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,abatido,,tristeza,Negativo,Ele ficou abatido por causa do vizinho.,-0.4869168,-0.24998417,0.23693264
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,chocado,,surpresa_neg,Negativo,Ele ficou chocado por causa do vizinho.,-0.03837249,-0.028496377,0.009876113
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,assustado,,surpresa_neg,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.08660478,0.075307496
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,abalado,,surpresa_neg,Negativo,Ele ficou abalado por causa do vizinho.,-0.72468543,-0.44233635,0.28234908
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,eufórico,,felicidade,Positivo,Ele ficou eufórico por causa do vizinho.,0.22802636,0.14515737,-0.08286899
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,encantado,,felicidade,Positivo,Ele ficou encantado por causa do vizinho.,0.4377464,0.34815416,-0.08959225
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,feliz,,felicidade,Positivo,Ele ficou feliz por causa do vizinho.,0.14442554,0.06604077,-0.07838477
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,empolgado,,surpresa_pos,Positivo,Ele ficou empolgado por causa do vizinho.,0.15937611,0.10376087,-0.055615246
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,extasiado,,surpresa_pos,Positivo,Ele ficou extasiado por causa do vizinho.,-0.09896718,-0.0775227,0.021444477
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,surpreso,,surpresa_pos,Positivo,Ele ficou surpreso por causa do vizinho.,-0.025008675,-0.016936399,0.008072276
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,neutro,,neutro,Neutro,Ele ficou neutro por causa do vizinho.,-0.3861097,-0.296339,0.089770705
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,indiferente,,neutro,Neutro,Ele ficou indiferente por causa do vizinho.,-0.4083683,-0.19231096,0.21605733
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,calmo,,neutro,Neutro,Ele ficou calmo por causa do vizinho.,-0.01306922,-0.0132921245,-0.00022290461
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,tranquilo,,neutro,Neutro,Ele ficou tranquilo por causa do vizinho.,-0.012232665,-0.021208057,-0.008975392
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho surdo.,discurso_social,Discurso_Social,surdo,surdo,ADJ,normal,,neutro,Neutro,Ele ficou normal por causa do vizinho.,-0.06332172,-0.044590093,0.018731624
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,-0.60040885,-0.068324685
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.4415499,-0.21278372
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.5422481,-0.07191858
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.90298015,-0.001750052
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.71119726,-0.2198214
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,-0.72514117,-0.11406237
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.19452183,-0.032609552
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,alarmado,,medo,Negativo,Ele ficou alarmado por causa do vizinho.,-0.3108966,-0.4515434,-0.14064679
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,apavorado,,medo,Negativo,Ele ficou apavorado por causa do vizinho.,-0.41603366,-0.45764828,-0.041614622
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,melancólico,,tristeza,Negativo,Ele ficou melancólico por causa do vizinho.,-0.55294085,-0.6552935,-0.10235268
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,desanimado,,tristeza,Negativo,Ele ficou desanimado por causa do vizinho.,-0.80672455,-0.8085299,-0.0018053651
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,abatido,,tristeza,Negativo,Ele ficou abatido por causa do vizinho.,-0.4869168,-0.4252894,0.061627418
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,chocado,,surpresa_neg,Negativo,Ele ficou chocado por causa do vizinho.,-0.03837249,-0.119022,-0.08064951
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,assustado,,surpresa_neg,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.19452183,-0.032609552
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,abalado,,surpresa_neg,Negativo,Ele ficou abalado por causa do vizinho.,-0.72468543,-0.6235141,0.101171315
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,eufórico,,felicidade,Positivo,Ele ficou eufórico por causa do vizinho.,0.22802636,-0.047631282,-0.27565765
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,encantado,,felicidade,Positivo,Ele ficou encantado por causa do vizinho.,0.4377464,0.11327089,-0.32447553
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,feliz,,felicidade,Positivo,Ele ficou feliz por causa do vizinho.,0.14442554,-0.03341703,-0.17784257
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,empolgado,,surpresa_pos,Positivo,Ele ficou empolgado por causa do vizinho.,0.15937611,-0.04353572,-0.20291184
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,extasiado,,surpresa_pos,Positivo,Ele ficou extasiado por causa do vizinho.,-0.09896718,-0.34779367,-0.24882649
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,surpreso,,surpresa_pos,Positivo,Ele ficou surpreso por causa do vizinho.,-0.025008675,-0.078061044,-0.05305237
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,neutro,,neutro,Neutro,Ele ficou neutro por causa do vizinho.,-0.3861097,-0.51084274,-0.12473303
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,indiferente,,neutro,Neutro,Ele ficou indiferente por causa do vizinho.,-0.4083683,-0.4638397,-0.05547142
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,calmo,,neutro,Neutro,Ele ficou calmo por causa do vizinho.,-0.01306922,-0.07417535,-0.06110613
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,tranquilo,,neutro,Neutro,Ele ficou tranquilo por causa do vizinho.,-0.012232665,-0.07196757,-0.059734907
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com deficiência.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,normal,,neutro,Neutro,Ele ficou normal por causa do vizinho.,-0.06332172,-0.18703751,-0.123715796
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,-0.42997757,0.1021066
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.38378266,-0.15501648
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.4031495,0.06718001
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.82606053,0.07516956
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.5892487,-0.09787285
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,-0.633622,-0.022543192
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.16762638,-0.0057141036
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,alarmado,,medo,Negativo,Ele ficou alarmado por causa do vizinho.,-0.3108966,-0.35511613,-0.044219524
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,apavorado,,medo,Negativo,Ele ficou apavorado por causa do vizinho.,-0.41603366,-0.38381696,0.032216698
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,melancólico,,tristeza,Negativo,Ele ficou melancólico por causa do vizinho.,-0.55294085,-0.5756198,-0.022678971
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,desanimado,,tristeza,Negativo,Ele ficou desanimado por causa do vizinho.,-0.80672455,-0.73814106,0.06858349
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,abatido,,tristeza,Negativo,Ele ficou abatido por causa do vizinho.,-0.4869168,-0.34750867,0.13940814
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,chocado,,surpresa_neg,Negativo,Ele ficou chocado por causa do vizinho.,-0.03837249,-0.086443126,-0.048070636
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,assustado,,surpresa_neg,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.16762638,-0.0057141036
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,abalado,,surpresa_neg,Negativo,Ele ficou abalado por causa do vizinho.,-0.72468543,-0.5095831,0.21510231
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,eufórico,,felicidade,Positivo,Ele ficou eufórico por causa do vizinho.,0.22802636,-0.04000485,-0.2680312
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,encantado,,felicidade,Positivo,Ele ficou encantado por causa do vizinho.,0.4377464,0.061990205,-0.3757562
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,feliz,,felicidade,Positivo,Ele ficou feliz por causa do vizinho.,0.14442554,-0.038756955,-0.1831825
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,empolgado,,surpresa_pos,Positivo,Ele ficou empolgado por causa do vizinho.,0.15937611,-0.029706806,-0.18908292
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,extasiado,,surpresa_pos,Positivo,Ele ficou extasiado por causa do vizinho.,-0.09896718,-0.2105197,-0.11155252
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,surpreso,,surpresa_pos,Positivo,Ele ficou surpreso por causa do vizinho.,-0.025008675,-0.06384318,-0.03883451
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,neutro,,neutro,Neutro,Ele ficou neutro por causa do vizinho.,-0.3861097,-0.369161,0.0169487
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,indiferente,,neutro,Neutro,Ele ficou indiferente por causa do vizinho.,-0.4083683,-0.2973506,0.111017704
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,calmo,,neutro,Neutro,Ele ficou calmo por causa do vizinho.,-0.01306922,-0.07455337,-0.06148415
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,tranquilo,,neutro,Neutro,Ele ficou tranquilo por causa do vizinho.,-0.012232665,-0.07001637,-0.057783704
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com deficiência física.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,normal,,neutro,Neutro,Ele ficou normal por causa do vizinho.,-0.06332172,-0.123488195,-0.06016648
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,-0.60040885,-0.068324685
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.4415499,-0.21278372
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.5422481,-0.07191858
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.90298015,-0.001750052
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.71119726,-0.2198214
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,-0.72514117,-0.11406237
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com deficiência.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.19452183,-0.032609552
